id,fecha,monto,tipo
306,2024-01-31,3016.29,debito
307,2024-01-02,2373.98,debito
308,2024-01-17,1599.46,credito
309,2024-01-27,4143.16,credito
310,2024-01-10,,credito
311,2024-01-14,3629.37,debito
312,2024-01-16,4860.56,debito
313,2024-01-02,3148.84,debito
314,2024-01-05,2867.13,credito
315,2024-01-15,3455.6,debito
316,2024-01-30,3639.74,credito
317,2024-01-18,2632.13,credito
318,2024-01-30,3382.58,debito
319,2024-01-26,969.4,credito
320,2024-01-08,3858.16,credito
321,2024-01-16,4669.16,credito
322,2024-01-04,4479.84,debito
323,2024-01-25,1445.28,debito
324,2024-01-15,1077.79,debito
325,2024-01-18,3082.23,debito
326,2024-01-22,1171.85,debito
327,2024-01-16,35.86,debito
328,2024-01-14,2383.74,credito
329,2024-01-10,4540.61,credito
330,2024-01-18,196.12,credito
331,2024-01-27,4985.89,debito
332,2024-01-30,1454.44,credito
333,2024-01-20,1429.96,debito
334,2024-01-16,2526.02,credito
335,2024-01-11,1293.75,credito
336,2024-01-26,973.87,credito
337,2024-01-13,442.82,credito
338,2024-01-05,44.08,debito
339,2024-01-11,1293.75,credito
340,2024/01/08,0,debito
341,2024-01-17,3851.51,debito
342,2024-01-31,1103.45,credito
343,2024-01-24,3512.68,debito
344,2024-01-26,1244.85,credito
345,2024-01-03,1815.31,credito
346,2024-01-27,2867.78,debito
347,2024-01-17,3587.42,debito
348,2024-01-15,2571.11,credito
349,2024-01-15,118.63,debito
350,2024-01-07,-1040.14,debito
351,2024-01-30,908.11,invalido
352,2024-01-24,4964.35,credito
353,2024-01-30,-2892.79,credito
354,2024-01-28,2690.92,debito
355,2024-01-08,4892.67,credito
356,2024-01-14,1245.09,credito
357,2024-01-30,170.76,debito
358,2024-01-30,,credito
359,2024-01-02,4362.34,debito
360,2024-01-15,4320.01,debito
361,2024-01-10,2884.79,credito
362,2024-01-27,724.87,credito
363,2024-01-10,2962.42,debito
364,2024-01-22,4861.73,debito
365,2024-01-26,2047.21,credito
366,2024-01-18,1510.67,debito
367,2024/01/30,2088.37,credito
368,2024-01-09,4611.91,debito
369,2024-01-24,-1137.73,debito
370,2024-01-03,3624.28,debito
371,2024-01-28,4545.88,credito
372,2024-01-24,2399.82,debito
373,2024-01-07,1614.86,credito
374,2024-01-21,2568.95,debito
375,2024-01-24,4572.51,debito
376,2024-01-19,90.94,debito
377,2024-01-24,1656.03,credito
378,2024-01-16,1694.45,credito
379,2024-01-24,849.49,credito
380,2024-01-24,4447.93,debito
381,2024-01-02,-2455.81,otro
382,2024-01-03,3145.0,debito
383,2024-01-02,3086.43,debito
384,2024-01-01,93.46,credito
385,2024/01/10,3373.42,credito
386,2024-01-04,1212.43,credito
387,2024-01-12,1871.53,debito
388,2024-01-23,4240.86,credito
389,2024/01/25,1892.08,credito
390,2024-01-23,2175.21,credito
391,2024-01-28,4596.57,credito
392,2024-01-23,242.34,credito
393,2024-01-29,904.98,credito
394,2024-01-07,3566.43,debito
395,2024-01-06,4248.72,debito
396,2024-01-13,4942.51,credito
397,2024/01/12,4194.99,credito
398,2024-01-31,1638.62,credito
399,2024-01-15,4706.3,credito
400,2024-01-22,1483.94,credito
401,2024-01-09,3173.17,debito
402,2024/01/04,2229.23,debito
403,2024-01-03,2778.15,debito
404,2024-01-12,3924.35,debito
405,2024-01-14,-2704.4,debito
406,2024-01-17,702.81,otro
407,2024-01-03,1505.76,credito
408,2024-01-31,2973.09,debito
409,2024/01/10,4209.65,debito
410,2024-01-15,4298.95,credito
411,2024-01-11,2400.26,debito
412,2024-01-11,2460.13,debito
413,2024-01-13,1831.43,debito
414,2024-01-18,144.31,debito
415,2024-01-15,355.1,invalido
416,2024-01-22,1217.69,credito
417,2024-01-26,2993.69,credito
418,2024-01-30,2722.79,credito
419,2024-01-29,4572.86,debito
420,2024-01-22,231.04,debito
421,2024-01-13,3983.19,credito
422,2024-01-08,2906.79,debito
423,2024-01-13,3455.28,debito
424,2024-01-04,438.42,x
425,2024-01-12,1042.27,credito
426,2024-01-15,345.2,credito
427,2024-01-01,3388.93,credito
428,2024-01-17,2803.65,invalido
429,2024-01-13,3289.97,debito
430,2024-01-29,1950.29,credito
431,2024-01-25,2890.97,debito
432,2024-01-12,1319.14,credito
433,2024-01-21,1968.79,credito
434,2024-01-15,3532.88,debito
435,2024-01-03,1200.48,credito
436,2024-01-05,697.96,debito
437,2024-01-21,4654.17,debito
438,2024-01-10,2260.49,debito
439,2024-01-01,1925.88,debito
440,2024-01-14,4201.06,credito
441,2024-01-01,173.15,debito
442,2024-01-25,3831.94,debito
443,2024-01-04,4954.56,debito
444,2024-01-25,4948.98,credito
445,2024-01-25,170.83,credito
446,2024-01-03,3880.4,credito
447,2024-01-19,3055.21,credito
448,2024-01-26,306.2,credito
449,2024-01-18,1470.25,debito
450,2024-01-29,-2888.69,otro
451,2024-01-09,4331.73,credito
452,2024-01-27,1969.58,credito
453,2024-01-21,3171.8,credito
454,2024-01-17,4387.81,debito
455,2024/01/19,3666.29,credito
456,2024-01-22,3980.43,debito
457,2024-01-16,1695.4,invalido
458,2024-01-16,3813.65,credito
459,2024-01-27,4289.68,credito
460,2024-01-31,4547.94,debito
461,2024-01-28,3276.39,debito
462,2024-01-29,-1880.56,debito
463,2024-01-14,15.42,credito
464,2024-01-08,50.23,debito
465,2024-01-28,363.43,debito
466,2024-01-04,1503.28,credito
467,2024-01-28,722.84,credito
468,2024-01-21,1073.15,debito
469,2024-01-20,442.57,credito
470,2024-01-19,2152.65,credito
471,2024/01/21,3004.04,debito
472,2024/01/23,4380.38,credito
473,2024-01-07,282.3,credito
474,2024-01-13,2973.71,x
475,2024-01-30,4196.48,x
476,2024-01-05,1256.53,credito
477,2024/01/07,-2369.98,debito
478,2024-01-17,2017.36,credito
479,2024-01-05,2561.41,credito
480,2024-01-18,3818.49,credito
481,2024-01-10,4233.88,credito
482,2024-01-14,284.59,debito
483,2024-01-06,3510.48,credito
484,2024-01-17,843.15,otro
485,2024-01-09,0,credito
486,2024-01-14,-2139.85,debito
487,2024-01-15,-2579.49,debito
488,2024-01-25,3616.66,debito
489,2024-01-02,,credito
490,2024-01-30,4288.85,debito
491,2024-01-24,1248.83,credito
492,2024/01/27,2515.18,debito
493,2024-01-26,-1208.77,debito
494,2024-01-14,0,debito
495,2024-01-26,2324.99,debito
496,2024-01-25,2737.33,credito
497,2024-01-30,1738.65,debito
498,2024-01-31,1887.61,credito
499,2024-01-07,2465.22,debito
500,2024/01/09,4487.46,otro
501,2024-01-12,2908.05,credito
502,2024/01/13,2180.56,credito
503,2024-01-09,1970.83,debito
504,2024-01-15,-616.11,debito
505,2024-01-05,1577.03,credito
506,2024-01-25,1332.39,debito
507,2024-01-22,3020.48,debito
508,2024/01/05,1785.16,credito
509,2024-01-09,4760.96,credito
510,2024-01-18,4021.44,credito
511,2024-01-27,998.68,debito
512,2024-01-31,1301.52,credito
513,2024-01-03,4048.4,debito
514,2024-01-26,-1388.37,credito
515,2024-01-27,1919.82,credito
516,2024-01-30,4418.28,debito
517,2024-01-08,4415.07,credito
518,2024-01-13,4424.42,debito
519,2024-01-26,,credito
520,2024-01-16,4564.26,credito
521,2024/01/06,156.22,debito
522,2024-01-26,3836.54,debito
523,2024-01-08,4083.26,invalido
524,2024-01-31,3988.98,debito
525,2024-01-28,1596.84,credito
526,2024/01/19,4738.32,debito
527,2024-01-07,4852.23,credito
528,2024/01/02,1101.86,debito
529,2024-01-30,1710.39,debito
530,2024-01-28,,credito
531,2024-01-25,1830.8,credito
532,2024-01-22,0,credito
533,2024-01-06,3199.94,debito
534,2024-01-23,4644.94,debito
535,2024-01-19,3672.63,debito
536,2024-01-01,1964.09,debito
537,2024-01-06,4837.98,invalido
538,2024-01-30,398.26,credito
539,2024-01-21,-2129.81,debito
540,2024/01/15,3468.95,credito
541,2024/01/24,3665.6,credito
542,2024-01-16,1882.98,credito
543,2024-01-19,821.66,credito
544,2024/01/10,532.58,credito
545,2024-01-06,4491.64,credito
546,2024-01-20,2162.3,credito
547,2024-01-14,0,credito
548,2024-01-23,2705.23,debito
549,2024/01/04,4200.87,debito
550,2024/01/14,3129.2,debito
551,2024-01-07,418.86,debito
552,2024-01-13,1332.37,debito
553,2024-01-12,2234.42,debito
554,2024-01-08,764.14,debito
555,2024-01-22,4853.82,debito
556,2024-01-27,4828.48,credito
557,2024-01-19,403.99,credito
558,2024-01-17,2861.71,credito
559,2024-01-31,4922.0,debito
560,2024/01/05,-2052.55,credito
561,2024-01-05,4554.91,credito
562,2024-01-13,4284.55,debito
563,2024-01-01,2617.58,credito
564,2024-01-05,4824.51,debito
565,2024-01-25,2682.81,debito
566,2024-01-13,2370.5,debito
567,2024-01-20,203.52,debito
568,2024/01/08,1350.24,debito
569,2024-01-26,2463.18,debito
570,2024-01-28,3721.18,debito
571,2024-01-24,947.8,debito
572,2024-01-24,1875.81,credito
573,2024-01-03,686.89,credito
574,2024-01-01,1011.63,credito
575,2024-01-02,1377.15,debito
576,2024-01-21,1217.27,credito
577,2024-01-31,1755.3,debito
578,2024-01-24,-92.08,credito
579,2024-01-25,3240.43,credito
580,2024-01-14,4836.02,debito
581,2024-01-05,52.23,credito
582,2024-01-10,1384.14,credito
583,2024-01-15,3389.21,credito
584,2024/01/04,4832.76,debito
585,2024-01-20,549.44,credito
586,2024-01-11,3558.36,otro
587,2024-01-05,293.31,debito
588,2024-01-13,3609.2,credito
589,2024-01-30,186.24,x
590,2024-01-07,3434.73,credito
591,2024-01-31,4228.64,credito
592,2024-01-06,3707.19,credito
593,2024-01-30,1684.81,credito
594,2024-01-24,4435.35,debito
595,2024-01-15,4333.3,credito
596,2024-01-16,4338.81,invalido
597,2024-01-02,4961.82,debito
598,2024-01-05,3896.92,x
599,2024-01-06,-1361.64,credito
600,2024-01-19,3820.21,credito
