id,fecha,monto,tipo
111,25-09-2024,1000,credito
112,2024-03-07,800,credito
113,21/07/2024,1500,credito
114,01-02-2024,700,invalid
115,2024/07/20,700,debito
116,2024-10-03,1500,invalid
117,10-11-2024,700,credito
120,21-09-2024,-200,credito
121,2024/08/19,700,debito
122,2024-08-26,800,invalid
123,2024/05/27,3000,debito
125,2024/01/29,-200,credito
126,2024/03/11,800,debito
127,2024-04-09,700,invalid
128,2024-07-26,1500,invalid
129,14-11-2024,700,invalid
130,2024/07/24,1200,debito
131,2024-07-25,1000,debito
132,2024-12-10,0,invalid
133,21-07-2024,500,invalid
134,2024/04/06,800,credito
136,2024/10/27,0,invalid
137,17-06-2024,1200,desconocido
139,2024-09-16,700,debito
140,22/08/2024,1200,debito
141,14/07/2024,3000,debito
142,19-11-2024,3000,debito
143,2024-09-29,700,credito
144,30/12/2024,3000,debito
145,2024/01/01,1200,debito
147,2024/03/29,3000,credito
148,2024-03-30,1000,invalid
149,02/11/2024,3000,desconocido
151,2024-12-18,3000,credito
152,25/10/2024,1500,invalid
153,2024/07/28,1000,credito
154,2024-03-04,800,credito
155,22/12/2024,-200,desconocido
156,2024-03-02,1500,debito
157,2024-08-17,3000,debito
158,26-05-2024,500,debito
159,01/09/2024,1200,debito
160,03/08/2024,1500,invalid
161,28/07/2024,1500,credito
162,11-12-2024,3000,debito
163,30-11-2024,3000,desconocido
164,04-03-2024,3000,invalid
165,2024-08-30,1000,invalid
166,2024/04/06,800,credito
168,2024-10-24,1200,credito
169,2024/03/05,800,invalid
170,2024/09/07,1200,invalid
172,2024-02-07,0,debito
173,24-08-2024,-100,debito
175,24-09-2024,1500,invalid
176,2024-06-07,1000,invalid
177,22/10/2024,3000,debito
178,2024/05/17,3000,credito
179,2024/07/11,3000,credito
180,28/05/2024,1000,desconocido
181,2024/09/08,800,invalid
182,2024/03/02,800,credito
183,21-01-2024,3000,credito
184,01-11-2024,1500,debito
186,2024-01-04,3000,invalid
187,2024/05/25,800,debito
188,2024/03/15,500,debito
189,2024-01-17,800,invalid
190,26/07/2024,1500,debito
192,2024-09-19,700,debito
193,2024-01-16,1500,invalid
194,2024/12/29,-200,credito
195,13-06-2024,800,debito
196,08-08-2024,-200,credito
197,18-02-2024,1200,credito
198,2024-12-04,800,debito
199,01/06/2024,700,invalid
201,15-11-2024,-200,credito
204,2024/04/16,1200,debito
205,07-08-2024,1000,invalid
206,2024/11/20,3000,debito
207,08/02/2024,3000,debito
210,2024/02/09,700,debito
211,2024-04-18,800,invalid
212,23/04/2024,1200,debito
213,30/07/2024,3000,debito
215,01/03/2024,1500,debito
216,2024-03-05,-200,desconocido
217,2024-03-16,700,credito
218,2024/02/16,1200,credito
219,2024-09-28,0,credito
220,28/08/2024,500,credito
221,19-06-2024,1200,invalid
222,2024-03-10,-100,debito
223,2024/10/01,3000,credito
224,2024/12/20,500,credito
226,2024/04/29,-200,debito
227,25-04-2024,800,debito
228,2024-07-12,1500,invalid
230,13/01/2024,-100,invalid
231,2024/12/25,0,invalid
232,04/02/2024,1500,invalid
233,15-06-2024,1000,debito
234,2024/07/03,-200,credito
235,07-04-2024,800,invalid
236,2024-06-29,1000,debito
237,21-02-2024,1200,debito
238,2024/10/09,1200,credito
239,04-03-2024,800,debito
240,2024-06-17,3000,debito
241,07/03/2024,1000,credito
243,2024/10/17,800,debito
244,2024-07-23,3000,desconocido
245,02-06-2024,800,credito
246,10-02-2024,1200,debito
249,19/06/2024,1200,invalid
250,2024/02/09,1200,debito
251,14/07/2024,-200,debito
252,2024/05/25,700,debito
254,2024/10/26,1200,invalid
255,02-07-2024,-100,credito
256,2024-04-22,1500,credito
257,26/11/2024,1000,credito
260,2024-03-23,3000,desconocido
261,26/06/2024,500,debito
263,02-07-2024,3000,invalid
265,16/12/2024,3000,debito
266,02-11-2024,-200,invalid
268,2024-05-24,800,credito
269,2024/07/27,1200,desconocido
272,2024/09/04,3000,invalid
273,26/04/2024,1000,invalid
274,21/01/2024,1500,credito
275,2024/08/09,700,credito
276,16/10/2024,700,debito
277,12-08-2024,-100,credito
278,25/05/2024,-200,debito
279,2024-02-24,800,invalid
280,27-07-2024,1200,credito
281,2024/07/08,800,credito
283,08/08/2024,0,debito
284,25-07-2024,1500,credito
285,13/12/2024,1500,desconocido
286,27-09-2024,800,credito
287,2024/11/17,800,debito
288,2024-09-03,-200,debito
289,2024/08/14,3000,debito
290,2024-06-15,1500,debito
291,2024-04-17,1000,invalid
292,2024/09/20,1000,credito
293,18/10/2024,1500,invalid
294,2024/07/01,700,desconocido
297,2024-08-19,1000,desconocido
299,2024-10-10,700,invalid
300,2024-03-28,1500,invalid
301,2024-10-03,1500,credito
303,19-10-2024,3000,credito
304,03-03-2024,1000,invalid
305,18-10-2024,700,invalid
309,2024/03/23,1000,debito
310,14/12/2024,1000,invalid
312,24/06/2024,1200,desconocido
313,16/10/2024,-200,invalid
314,22/03/2024,-200,invalid
317,19-01-2024,800,invalid
318,2024-06-04,1500,invalid
319,2024-05-08,-200,invalid
320,29/02/2024,700,invalid
321,2024-03-30,-200,debito
323,27/07/2024,700,credito
324,23/09/2024,800,invalid
325,22/03/2024,700,debito
326,2024/12/15,1200,invalid
327,30-04-2024,-200,desconocido
328,2024-11-10,1000,debito
329,2024-05-02,700,invalid
331,13-11-2024,700,debito
332,2024/10/16,-200,credito
334,16-08-2024,3000,debito
335,2024/08/17,1000,debito
336,2024/03/14,800,invalid
337,08-10-2024,3000,debito
338,2024/06/19,800,invalid
340,2024/03/05,-200,debito
341,2024-01-28,-200,invalid
343,08-01-2024,3000,invalid
344,2024-10-21,700,credito
345,19/11/2024,700,invalid
346,2024/10/12,1500,invalid
347,20-05-2024,3000,invalid
348,13/07/2024,1500,credito
349,31/03/2024,800,credito
350,02-02-2024,1200,debito
351,31-08-2024,1200,debito
352,02/02/2024,-200,invalid
355,2024/03/15,800,credito
356,17-12-2024,-200,debito
360,23-04-2024,700,invalid
362,06/11/2024,1500,debito
363,2024/01/09,1000,invalid
364,04-09-2024,700,debito
365,2024/10/01,1200,credito
366,22-07-2024,700,debito
367,14-03-2024,1500,debito
368,26-07-2024,800,debito
369,2024/09/29,800,desconocido
370,02/10/2024,3000,debito
371,10-12-2024,1000,debito
372,2024-08-20,1200,debito
373,30-09-2024,800,debito
374,2024/07/25,800,desconocido
375,02-12-2024,1000,credito
376,2024-07-09,1200,credito
378,19-05-2024,800,credito
379,2024/03/09,1000,invalid
380,26-12-2024,1200,debito
382,04/07/2024,500,invalid
383,26-01-2024,800,invalid
384,2024/05/30,700,invalid
385,27-07-2024,1500,invalid
386,2024/01/01,-200,desconocido
387,2024/07/10,3000,invalid
390,2024-12-20,1200,credito
391,09/09/2024,500,credito
392,2024-04-10,1000,debito
394,2024/03/14,1500,credito
395,2024-07-09,-200,debito
397,2024-02-16,700,debito
398,2024-05-09,1000,invalid
399,01/06/2024,1500,credito
400,03/07/2024,1000,debito
401,2024/12/12,700,debito
403,29-06-2024,500,credito
405,03-08-2024,1500,credito
406,24/03/2024,700,desconocido
407,2024-09-21,-200,desconocido
408,2024-12-30,-200,debito
409,22/01/2024,800,debito
410,23-11-2024,1500,invalid
411,12-12-2024,-200,debito
412,06-12-2024,1000,invalid
413,2024/10/21,1500,invalid
419,2024-01-19,800,credito
420,30/05/2024,1000,credito
421,09-09-2024,-200,credito
422,2024-09-09,-200,credito
423,2024/08/28,800,invalid
424,2024/11/12,700,credito
425,09/01/2024,1200,invalid
426,2024-08-28,800,credito
428,2024-08-09,700,debito
430,2024-05-07,1000,invalid
431,2024/05/04,-200,desconocido
432,30-06-2024,1000,debito
433,2024-11-18,1500,invalid
434,2024/05/03,1500,desconocido
436,21-08-2024,-100,debito
438,2024-10-18,1500,invalid
439,15-03-2024,1200,credito
441,2024-12-04,1000,debito
442,06-08-2024,1200,debito
444,2024-04-19,1200,desconocido
446,2024-07-11,700,invalid
447,08-02-2024,1000,credito
449,2024/05/19,-200,credito
450,2024/03/07,1500,debito
451,02/07/2024,700,invalid
452,31/05/2024,700,credito
454,2024-10-23,-200,debito
455,29/02/2024,800,invalid
456,18-10-2024,1200,invalid
457,26/03/2024,1200,credito
458,02-10-2024,-100,debito
459,31/01/2024,1000,credito
460,21-08-2024,0,invalid
463,2024/04/01,-100,debito
464,2024/07/24,1000,debito
465,2024-03-04,700,credito
467,2024-04-30,1500,credito
468,17-03-2024,-200,debito
469,2024/12/03,1000,invalid
471,04/12/2024,1000,desconocido
473,15/08/2024,700,invalid
475,2024/12/28,0,invalid
477,09-07-2024,800,credito
478,06/07/2024,0,credito
480,2024/06/09,700,debito
481,15/09/2024,-100,credito
482,2024-02-04,800,invalid
483,2024-11-07,1000,credito
484,2024-04-15,700,credito
485,17-11-2024,1000,desconocido
486,17-09-2024,800,invalid
487,04-01-2024,800,credito
489,15/11/2024,3000,debito
490,26/07/2024,700,invalid
492,2024/11/07,-200,invalid
493,2024-08-29,0,invalid
494,26-11-2024,-200,debito
495,18/11/2024,1500,credito
497,2024/04/20,-200,desconocido
499,16-05-2024,1200,credito
502,10/02/2024,-100,credito
503,14-02-2024,1500,invalid
504,16-09-2024,500,credito
505,2024-07-08,1000,debito
506,2024-06-10,-200,invalid
507,05-04-2024,0,invalid
508,06-11-2024,700,credito
509,2024/10/31,500,debito
510,21/02/2024,3000,credito
511,22/02/2024,-200,invalid
512,2024/08/14,700,credito
513,2024/01/10,3000,desconocido
514,20/10/2024,-200,invalid
515,14-07-2024,700,debito
516,21/08/2024,-200,desconocido
519,24-08-2024,-200,invalid
520,2024/09/02,1200,debito
521,01-10-2024,1500,credito
522,2024-06-12,1500,invalid
523,2024/02/03,1000,invalid
524,2024-11-12,1200,invalid
526,26/03/2024,700,invalid
527,17/05/2024,1200,credito
528,13/06/2024,3000,invalid
529,08/11/2024,-100,credito
530,2024/07/10,700,invalid
531,2024-01-07,700,credito
532,15/10/2024,3000,credito
533,18/11/2024,1500,credito
534,2024-05-15,3000,invalid
535,19-10-2024,1000,desconocido
536,2024/09/30,700,credito
538,22-08-2024,-200,credito
539,26-08-2024,1500,debito
540,18-04-2024,800,credito
541,2024-06-22,3000,debito
544,2024-10-04,800,debito
545,23-11-2024,1000,debito
546,26-04-2024,1200,debito
547,2024/09/25,1200,credito
548,2024-08-17,1500,debito
550,25/05/2024,800,debito
552,2024-06-01,800,invalid
553,16-10-2024,1500,debito
554,2024-06-29,1200,credito
555,2024-05-29,700,credito
556,2024-06-16,-200,credito
558,2024-10-21,700,invalid
559,2024-12-26,-200,desconocido
561,2024-01-05,1500,invalid
562,19-01-2024,800,credito
563,2024/08/17,1200,debito
564,06/07/2024,800,credito
566,2024/07/12,1200,debito
567,2024-01-15,700,credito
568,2024-03-11,1200,debito
569,05-06-2024,1200,desconocido
570,2024-03-20,1200,desconocido
571,12-06-2024,1200,debito
572,2024/11/05,3000,credito
573,29-06-2024,1200,credito
574,2024-10-18,3000,debito
575,06-01-2024,3000,debito
576,11/04/2024,1000,invalid
577,2024/02/17,800,debito
578,05-12-2024,-200,invalid
580,2024/11/28,700,invalid
581,21-01-2024,3000,debito
582,20/03/2024,1500,invalid
583,22-02-2024,3000,invalid
584,09/01/2024,700,invalid
585,2024/11/17,1200,debito
586,31-01-2024,-200,credito
587,2024/07/10,1200,credito
588,22/11/2024,1200,debito
589,2024/12/30,800,debito
590,05-10-2024,1500,credito
591,10-08-2024,3000,credito
592,14-04-2024,1500,credito
593,05-03-2024,1200,credito
596,2024-09-27,700,invalid
597,2024-01-30,500,credito
600,09/02/2024,1500,invalid
601,2024-11-16,1200,invalid
602,29-06-2024,-200,credito
604,2024-05-15,1000,credito
606,16-05-2024,1000,desconocido
607,2024-10-02,700,debito
608,27/05/2024,1000,debito
609,2024/11/14,3000,credito
612,2024-01-15,500,credito
613,2024-11-17,700,debito
615,2024-11-25,1500,invalid
616,2024-08-03,500,invalid
617,17/09/2024,-200,invalid
618,15/06/2024,-100,credito
619,2024/09/30,1000,credito
620,2024-01-13,1000,credito
621,2024-03-23,1200,debito
622,2024-07-08,700,invalid
623,2024-03-01,800,debito
624,04-04-2024,3000,credito
627,2024/12/29,700,credito
629,26/12/2024,-200,invalid
630,20/10/2024,1500,desconocido
631,16/09/2024,1500,credito
632,2024/02/11,800,invalid
633,2024-10-27,1500,debito
634,15-06-2024,1500,debito
636,07/08/2024,1500,credito
637,2024-07-01,700,desconocido
638,20-11-2024,-200,invalid
639,26-09-2024,-200,credito
640,2024-10-09,3000,debito
641,29-11-2024,1200,debito
642,2024/03/14,700,credito
646,2024/07/20,700,credito
647,2024-08-09,1000,debito
648,2024-02-21,700,invalid
649,16/04/2024,-200,debito
650,2024-10-31,3000,credito
652,28/04/2024,-200,debito
653,2024-08-29,1500,debito
654,16/04/2024,800,debito
655,14-01-2024,-200,credito
656,21/10/2024,700,debito
657,30-04-2024,1000,invalid
658,14-10-2024,1200,invalid
659,2024/01/26,1000,credito
660,2024-07-17,-200,invalid
661,27/06/2024,1200,debito
662,2024-03-07,700,credito
664,2024-02-17,800,desconocido
665,2024-04-13,800,invalid
667,2024-07-14,700,credito
669,16/10/2024,1500,debito
670,2024-12-07,1200,credito
671,17-05-2024,800,desconocido
673,2024-04-30,-200,credito
674,08/10/2024,3000,desconocido
675,10/11/2024,700,invalid
677,2024/09/02,700,invalid
678,26-08-2024,800,invalid
682,2024/01/22,700,credito
683,2024-03-03,500,credito
685,2024-12-20,1000,desconocido
686,2024/11/01,0,invalid
688,2024/08/17,1000,desconocido
689,2024-06-22,1000,debito
690,2024/01/27,-200,debito
691,09/02/2024,800,debito
694,2024-04-06,1000,credito
695,2024/10/20,-200,invalid
696,11-05-2024,700,invalid
697,2024-02-01,800,invalid
698,29-09-2024,700,invalid
699,2024-12-10,800,desconocido
700,30/04/2024,1000,debito
701,01/02/2024,3000,desconocido
703,2024-05-05,1500,invalid
704,2024-02-19,800,invalid
705,16/10/2024,700,credito
706,20-03-2024,1000,credito
707,2024-01-14,800,debito
708,2024/06/14,700,credito
709,01/05/2024,1500,invalid
710,24/10/2024,700,debito
714,21/06/2024,700,invalid
715,2024/07/07,700,invalid
717,2024/03/22,1200,desconocido
718,2024/08/25,700,invalid
719,2024/09/04,1000,invalid
720,27-11-2024,1500,desconocido
723,03-04-2024,-200,debito
725,06/02/2024,1000,desconocido
726,10-10-2024,1500,credito
727,12-01-2024,1000,debito
728,09/12/2024,1500,invalid
729,2024-04-06,0,credito
730,18-03-2024,800,debito
732,2024/11/11,1000,credito
733,18-03-2024,1000,desconocido
734,2024-04-13,1500,credito
735,23/09/2024,1000,debito
736,11-05-2024,1500,desconocido
737,17/03/2024,800,invalid
738,30/06/2024,3000,invalid
739,2024-03-20,3000,invalid
740,2024-06-08,700,debito
742,14-05-2024,3000,invalid
743,2024-01-15,700,debito
744,24-02-2024,800,debito
746,2024/06/08,1500,invalid
747,31-03-2024,1000,credito
748,06/10/2024,800,credito
749,2024/06/20,1200,invalid
750,03-03-2024,-200,debito
751,2024-11-13,3000,invalid
753,13/10/2024,3000,debito
754,01-09-2024,1500,debito
756,15/07/2024,800,debito
757,11-10-2024,1000,credito
758,2024-06-14,1200,invalid
759,2024-03-31,1500,debito
760,2024-07-28,800,debito
761,2024/06/10,3000,debito
762,2024/08/15,1500,debito
763,2024/07/23,3000,invalid
764,09-11-2024,1000,credito
766,11/04/2024,1200,credito
767,2024-01-22,1500,credito
768,25/12/2024,700,invalid
769,25-11-2024,-200,invalid
770,2024-08-27,1500,credito
772,05-09-2024,1500,invalid
774,08/04/2024,1000,credito
775,06-04-2024,-200,invalid
776,13-07-2024,800,credito
777,25/01/2024,3000,credito
778,2024-08-11,800,debito
779,31-03-2024,-200,debito
780,2024-02-16,1200,desconocido
781,2024/01/12,700,invalid
783,28/02/2024,1000,credito
787,2024-05-19,1000,credito
789,27/05/2024,1000,credito
790,2024-11-11,1000,credito
791,28/06/2024,-200,credito
792,2024-07-08,-200,invalid
793,2024/12/04,1200,desconocido
795,29-11-2024,800,debito
796,2024/01/16,-200,invalid
797,08-09-2024,800,debito
798,07-12-2024,1000,debito
800,2024/01/27,-100,invalid
802,29-02-2024,1200,credito
803,12-02-2024,1200,desconocido
804,11/07/2024,-200,invalid
806,14/01/2024,-200,invalid
807,2024-12-01,700,debito
808,2024-01-04,-200,debito
809,2024-01-18,-200,invalid
811,2024/07/24,1200,debito
813,2024-03-17,1200,invalid
814,2024-10-22,700,credito
817,2024/07/10,3000,invalid
818,19/06/2024,-100,debito
819,13/06/2024,700,invalid
820,2024/08/12,3000,credito
822,2024/09/18,1200,credito
823,2024-01-28,-200,debito
824,2024/04/16,3000,credito
825,2024-05-14,700,invalid
826,15/10/2024,500,debito
827,06/02/2024,-200,debito
828,2024-05-23,1500,invalid
830,10/10/2024,3000,debito
831,03/08/2024,1000,debito
832,2024-06-26,700,debito
833,16-05-2024,700,debito
834,02/02/2024,3000,credito
836,2024-06-08,1500,credito
837,2024/07/10,1200,invalid
839,2024/04/23,-200,credito
840,2024/08/12,800,debito
841,2024/08/15,0,invalid
842,2024/10/30,1500,credito
843,12-03-2024,1500,credito
844,23-11-2024,-200,debito
845,31-08-2024,1500,invalid
847,2024/10/14,1000,debito
848,07-06-2024,1200,credito
849,2024/05/01,-200,debito
850,2024/12/20,3000,credito
853,03-07-2024,700,desconocido
854,27-06-2024,500,debito
855,20-08-2024,-200,credito
856,22-07-2024,-200,credito
857,2024-10-29,800,debito
859,2024-04-08,3000,debito
860,2024/02/08,-200,invalid
861,13/09/2024,-200,debito
864,2024-10-31,0,credito
865,2024/05/29,-200,credito
866,08-02-2024,800,debito
867,12-03-2024,-200,invalid
869,2024/09/26,3000,credito
870,2024-06-23,1200,desconocido
871,27-07-2024,3000,debito
872,2024-04-01,-200,debito
874,2024-12-20,-200,invalid
876,2024/06/27,700,credito
880,14-01-2024,800,credito
881,06/11/2024,-100,invalid
883,2024/04/03,-200,invalid
884,08-01-2024,800,credito
885,29/05/2024,1000,debito
886,2024-12-27,1200,debito
887,19-02-2024,3000,credito
889,2024/10/10,1500,debito
890,2024/02/29,3000,debito
891,2024/12/24,3000,invalid
892,2024-06-05,500,debito
893,2024-11-06,1000,invalid
895,04-11-2024,1500,credito
897,04/05/2024,3000,credito
898,12/12/2024,500,debito
899,14-12-2024,1500,credito
900,2024/01/19,1000,debito
901,2024/06/22,-200,invalid
902,30/01/2024,1200,invalid
903,29-10-2024,1500,debito
904,28/05/2024,700,debito
905,11/02/2024,1000,debito
907,2024-05-29,1200,debito
908,2024/02/27,700,debito
910,08/08/2024,3000,invalid
911,29-09-2024,700,debito
912,10/10/2024,1000,debito
913,06/04/2024,500,invalid
914,09/07/2024,700,credito
915,2024/01/21,-200,invalid
916,2024-12-24,700,invalid
918,22-01-2024,-200,invalid
919,2024/05/31,1500,credito
920,30-05-2024,800,debito
922,29/04/2024,1200,debito
926,2024-01-23,700,invalid
928,2024/04/14,1500,invalid
929,06-07-2024,800,debito
930,17/01/2024,800,credito
932,2024/11/22,1500,debito
933,01-08-2024,-200,invalid
935,26/08/2024,1000,invalid
936,2024-06-11,1500,credito
937,07-03-2024,500,debito
938,08-10-2024,800,invalid
939,2024-04-20,-200,debito
940,09/12/2024,1000,credito
942,15/03/2024,1500,credito
943,19-02-2024,-200,credito
945,13/08/2024,-100,credito
946,04/06/2024,3000,credito
947,02/06/2024,0,credito
948,24/07/2024,-200,credito
949,15-09-2024,1000,desconocido
950,2024/10/14,1000,debito
951,2024-06-07,3000,invalid
952,30-11-2024,-200,credito
953,23-06-2024,3000,credito
954,2024/02/10,1000,invalid
955,2024/01/02,700,credito
957,30/12/2024,700,invalid
958,2024/07/25,1200,credito
959,2024-06-25,-200,invalid
960,2024/03/29,-200,invalid
961,20-10-2024,-200,invalid
962,2024/08/11,-200,debito
963,25-10-2024,-200,credito
964,2024-07-27,1200,debito
965,2024/08/12,3000,invalid
966,19-09-2024,3000,credito
967,22-06-2024,500,credito
968,05-05-2024,-100,credito
969,2024/04/15,3000,invalid
970,2024-02-14,3000,invalid
971,2024-03-04,-200,credito
972,03/12/2024,1000,invalid
974,02/08/2024,1200,debito
975,2024-04-07,1200,desconocido
976,2024-02-09,800,invalid
977,2024-05-21,3000,invalid
978,2024/04/08,1500,invalid
979,22-11-2024,-200,credito
980,2024-06-22,700,invalid
981,20/01/2024,-200,debito
983,2024-05-23,1500,invalid
985,2024/09/06,700,credito
986,13/05/2024,700,invalid
988,11-12-2024,1200,invalid
989,22-08-2024,800,debito
990,2024-04-27,1500,debito
991,2024-04-08,0,debito
992,15/03/2024,1000,credito
994,2024-06-09,700,invalid
995,2024-02-08,-200,credito
996,23-07-2024,700,debito
997,2024-06-14,-200,invalid
999,19/06/2024,1500,debito
1000,30-12-2024,1500,credito
